order_id,item_id,quantity,price
O00932,M0115,2,12.41
O00932,M0159,1,19.41
O00933,M0195,3,27.42
O00933,M0272,1,6.54
O00933,M0133,2,18.01
O00934,M0153,3,39.75
O00935,M0374,1,37.13
O00935,M0305,2,38.32
O00936,M0307,3,24.25
O00937,M0190,2,7.12
O00937,M0291,2,9.23
O00937,M0340,3,32.82
O00938,M0158,1,31.19
O00938,M0210,3,30.96
O00938,M0272,1,6.54
O00939,M0156,2,10.74
O00939,M0121,2,6.69
O00939,M0190,3,7.12
O00939,M0328,1,12.52
O00940,M0297,2,29.66
O00940,M0068,1,39.64
O00940,M0155,3,5.3
O00940,M0384,3,18.85
O00941,M0166,2,13.67
O00941,M0235,1,18.4
O00941,M0233,3,35.2
O00941,M0354,3,14.33
O00942,M0244,3,22.57
O00942,M0041,1,27.24
O00942,M0271,2,29.91
O00942,M0287,1,9.76
O00943,M0367,3,34.28
O00943,M0271,3,29.91
O00944,M0231,2,12.99
O00944,M0372,1,12.66
O00944,M0245,1,6.84
O00945,M0272,3,6.54
O00945,M0200,1,23.77
O00945,M0147,1,18.41
O00946,M0257,2,32.16
O00946,M0186,1,31.7
O00946,M0396,3,15.31
O00946,M0105,3,37.77
O00947,M0118,1,9.57
O00948,M0128,2,36.83
O00948,M0338,2,23.4
O00949,M0237,2,6.24
O00949,M0283,3,33.03
O00949,M0013,2,27.42
O00949,M0293,1,20.82
O00950,M0186,1,31.7
O00950,M0340,2,32.82
O00951,M0400,2,38.78
O00951,M0262,1,17.12
O00951,M0341,2,32.37
O00951,M0384,2,18.85
O00952,M0071,2,35.62
O00953,M0083,2,17.28
O00954,M0179,3,22.49
O00955,M0300,2,8.19
O00955,M0383,2,18.08
O00955,M0280,3,20.22
O00955,M0302,1,22.97
O00956,M0185,2,24.12
O00956,M0366,3,9.97
O00956,M0359,3,34.37
O00957,M0014,3,18.85
O00957,M0325,3,30.36
O00957,M0305,3,38.32
O00957,M0298,3,6.41
O00958,M0026,1,38.81
O00958,M0246,1,33.15
O00958,M0387,1,30.63
O00959,M0176,1,32.43
O00959,M0297,1,29.66
O00959,M0158,1,31.19
O00960,M0054,2,20.53
O00961,M0054,1,20.53
O00962,M0344,2,24.8
O00962,M0206,1,7.03
O00962,M0270,1,39.04
O00963,M0214,2,38.36
O00963,M0121,1,6.69
O00963,M0383,1,18.08
O00963,M0292,3,38.76
O00964,M0188,2,7.36
O00964,M0049,3,9.78
O00964,M0339,1,39.79
O00964,M0103,2,8.26
O00965,M0155,2,5.3
O00965,M0222,3,14.52
O00965,M0315,1,7.94
O00965,M0132,3,17.62
O00966,M0332,3,13.6
O00967,M0047,1,6.88
O00967,M0044,2,10.84
O00968,M0033,3,26.51
O00969,M0066,2,6.46
O00970,M0302,1,22.97
O00970,M0377,2,33.08
O00971,M0329,3,14.62
O00972,M0185,3,24.12
O00973,M0303,3,15.46
O00973,M0143,2,29.35
O00973,M0248,1,35.69
O00974,M0389,1,27.72
O00974,M0254,1,30.89
O00974,M0231,3,12.99
O00974,M0139,3,5.04
O00975,M0016,1,20.74
O00976,M0207,3,37.36
O00976,M0242,1,14.49
O00977,M0015,1,26.49
O00977,M0240,1,16.26
O00977,M0157,2,30.29
O00978,M0301,3,38.89
O00979,M0083,3,17.28
O00979,M0287,2,9.76
O00979,M0377,2,33.08
O00980,M0118,1,9.57
O00980,M0355,3,32.69
O00980,M0296,3,29.01
O00980,M0116,3,16.3
O00981,M0001,1,20.34
O00981,M0144,3,9.22
O00982,M0366,3,9.97
O00983,M0076,1,12.35
O00983,M0041,3,27.24
O00983,M0350,3,23.53
O00984,M0393,1,12.81
O00985,M0245,2,6.84
O00985,M0147,1,18.41
O00985,M0202,2,34.21
O00985,M0026,2,38.81
O00986,M0285,1,16.13
O00986,M0202,2,34.21
O00986,M0314,3,27.06
O00986,M0019,3,31.33
O00987,M0218,1,32.34
O00987,M0372,3,12.66
O00988,M0329,3,14.62
O00988,M0062,2,22.88
O00989,M0286,2,13.18
O00989,M0162,2,9.9
O00989,M0133,1,18.01
O00989,M0052,2,19.32
O00990,M0057,2,15.22
O00990,M0111,2,28.25
O00990,M0365,2,38.16
O00990,M0110,2,39.03
O00991,M0234,2,6.61
O00992,M0211,3,11.15
O00993,M0144,3,9.22
O00993,M0052,2,19.32
O00993,M0004,3,29.88
O00993,M0250,1,15.87
O00994,M0037,2,29.27
O00994,M0255,1,21.24
O00994,M0349,3,7.05
O00995,M0313,3,19.02
O00995,M0198,3,22.9
O00996,M0005,3,34.72
O00997,M0169,2,26.27
O00998,M0006,3,8.83
O00998,M0296,1,29.01
O00999,M0320,3,8.22
O01000,M0154,1,7.39
O01001,M0361,2,25.74
O01001,M0078,1,35.14
O01001,M0292,3,38.76
O01001,M0042,3,37.17
O01002,M0232,3,5.09
O01002,M0194,3,29.56
O01003,M0004,3,29.88
O01003,M0195,1,27.42
O01003,M0056,2,32.86
O01003,M0286,2,13.18
O01004,M0110,1,39.03
O01004,M0209,2,6.93
O01004,M0314,2,27.06
O01004,M0243,1,25.0
O01005,M0376,2,30.09
O01006,M0040,1,19.81
O01006,M0078,2,35.14
O01006,M0378,2,16.33
O01006,M0217,2,18.02
O01007,M0138,3,8.19
O01007,M0109,1,30.65
O01007,M0231,3,12.99
O01007,M0262,3,17.12
O01008,M0166,1,13.67
O01009,M0398,3,38.2
O01009,M0201,3,25.53
O01009,M0256,2,39.02
O01010,M0329,1,14.62
O01010,M0252,3,17.91
O01011,M0215,1,23.1
O01012,M0206,1,7.03
O01012,M0236,2,11.26
O01012,M0116,3,16.3
O01012,M0260,1,5.22
O01013,M0161,1,8.03
O01013,M0258,1,36.52
O01014,M0397,3,30.51
O01015,M0066,1,6.46
O01015,M0239,3,27.95
O01016,M0058,1,12.87
O01016,M0351,1,25.44
O01016,M0056,2,32.86
O01017,M0044,2,10.84
O01017,M0286,2,13.18
O01018,M0156,2,10.74
O01019,M0134,2,27.71
O01020,M0388,2,32.71
O01020,M0213,3,5.4
O01021,M0128,3,36.83
O01021,M0095,1,13.74
O01021,M0107,2,16.46
O01021,M0093,1,35.35
O01022,M0085,1,16.33
O01022,M0216,3,30.23
O01022,M0113,3,23.7
O01023,M0251,3,24.36
O01023,M0049,3,9.78
O01023,M0167,2,7.95
O01024,M0149,2,15.97
O01025,M0290,3,21.31
O01025,M0105,2,37.77
O01026,M0189,2,12.55
O01026,M0297,3,29.66
O01026,M0262,3,17.12
O01027,M0221,2,16.73
O01027,M0094,1,29.55
O01027,M0329,1,14.62
O01027,M0133,2,18.01
O01028,M0191,1,18.93
O01028,M0288,1,25.46
O01028,M0127,3,12.08
O01028,M0171,3,34.68
O01029,M0070,3,31.3
O01029,M0266,3,34.72
O01029,M0153,1,39.75
O01030,M0131,2,14.59
O01030,M0324,1,25.09
O01031,M0349,3,7.05
O01031,M0181,1,39.22
O01031,M0028,2,18.74
O01031,M0151,1,32.07
O01032,M0220,1,32.0
O01033,M0297,2,29.66
O01034,M0335,2,8.07
O01035,M0135,2,18.87
O01036,M0357,2,25.15
O01037,M0177,2,38.41
O01037,M0334,1,24.27
O01038,M0282,2,34.78
O01038,M0115,3,12.41
O01038,M0149,1,15.97
O01038,M0347,2,12.67
O01039,M0144,2,9.22
O01039,M0147,3,18.41
O01040,M0100,3,26.97
O01040,M0079,1,27.15
O01040,M0043,1,40.0
O01041,M0303,2,15.46
O01041,M0178,2,18.51
O01041,M0249,2,14.88
O01041,M0052,1,19.32
O01042,M0010,1,24.59
O01043,M0326,3,6.03
O01043,M0259,2,32.86
O01043,M0136,2,30.41
O01043,M0312,3,9.58
O01044,M0068,1,39.64
O01044,M0194,3,29.56
O01044,M0010,2,24.59
O01045,M0303,2,15.46
O01046,M0324,3,25.09
O01046,M0171,2,34.68
O01046,M0196,1,26.56
O01046,M0108,3,35.41
O01047,M0069,1,30.76
O01048,M0271,3,29.91
O01048,M0377,3,33.08
O01049,M0343,2,21.96
O01049,M0159,1,19.41
O01049,M0218,2,32.34
O01050,M0263,3,29.27
O01050,M0286,3,13.18
O01051,M0329,3,14.62
O01051,M0385,2,16.78
O01052,M0037,1,29.27
O01053,M0146,3,21.72
O01053,M0082,2,33.19
O01054,M0090,1,9.75
O01055,M0141,2,12.92
O01055,M0061,2,31.81
O01056,M0008,1,13.54
O01056,M0176,3,32.43
O01057,M0021,1,8.56
O01057,M0274,1,19.46
O01057,M0109,3,30.65
O01057,M0065,1,23.97
O01058,M0078,2,35.14
O01058,M0372,2,12.66
O01058,M0168,3,26.03
O01059,M0091,1,32.5
O01059,M0137,1,13.2
O01060,M0143,1,29.35
O01060,M0084,2,25.89
O01061,M0332,3,13.6
O01061,M0251,2,24.36
O01061,M0065,1,23.97
O01062,M0358,2,18.59
O01062,M0032,2,33.02
O01062,M0308,2,21.17
O01062,M0003,2,15.51
O01063,M0046,1,34.47
O01063,M0290,1,21.31
O01064,M0391,1,29.27
O01065,M0036,2,9.09
O01066,M0220,3,32.0
O01066,M0344,2,24.8
O01067,M0006,1,8.83
O01067,M0231,1,12.99
O01067,M0205,3,38.37
O01068,M0078,3,35.14
O01068,M0268,1,23.54
O01068,M0271,2,29.91
O01068,M0247,3,38.39
O01069,M0126,2,39.71
O01069,M0339,1,39.79
O01069,M0214,2,38.36
O01070,M0087,3,14.36
O01071,M0295,1,8.16
O01072,M0069,2,30.76
O01072,M0358,3,18.59
O01073,M0095,2,13.74
O01073,M0196,2,26.56
O01073,M0356,2,6.96
O01074,M0311,1,32.33
O01074,M0213,1,5.4
O01074,M0328,1,12.52
O01075,M0203,2,27.51
O01075,M0362,1,30.83
O01076,M0147,1,18.41
O01076,M0159,3,19.41
O01076,M0064,2,24.01
O01076,M0233,1,35.2
O01077,M0209,2,6.93
O01078,M0129,1,27.75
O01078,M0057,1,15.22
O01079,M0198,1,22.9
O01079,M0125,2,20.45
O01079,M0171,1,34.68
O01079,M0122,3,26.92
O01080,M0393,2,12.81
O01080,M0018,3,12.52
O01080,M0173,3,23.12
O01080,M0389,2,27.72
O01081,M0001,1,20.34
O01082,M0096,1,16.27
O01082,M0020,2,32.86
O01082,M0374,1,37.13
O01083,M0393,1,12.81
O01084,M0182,2,37.69
O01084,M0358,1,18.59
O01084,M0344,3,24.8
O01084,M0385,2,16.78
O01085,M0043,3,40.0
O01085,M0284,1,34.12
O01086,M0205,2,38.37
O01087,M0119,3,21.99
O01087,M0155,3,5.3
O01087,M0394,1,33.51
O01088,M0157,2,30.29
O01088,M0274,2,19.46
O01088,M0324,2,25.09
O01088,M0249,1,14.88
O01089,M0267,1,15.76
O01089,M0328,3,12.52
O01090,M0333,1,22.46
O01090,M0050,3,18.44
O01090,M0387,3,30.63
O01091,M0061,3,31.81
O01091,M0164,3,17.3
O01091,M0398,3,38.2
O01092,M0165,2,16.01
O01092,M0039,2,9.83
O01092,M0142,3,20.58
O01092,M0193,3,31.85
O01093,M0065,1,23.97
O01093,M0328,3,12.52
O01094,M0095,3,13.74
O01094,M0389,3,27.72
O01095,M0162,1,9.9
O01095,M0263,2,29.27
O01095,M0265,3,31.56
O01096,M0117,3,16.82
O01096,M0373,2,21.73
O01097,M0167,2,7.95
O01098,M0037,2,29.27
O01098,M0235,2,18.4
O01098,M0153,3,39.75
O01099,M0356,2,6.96
O01100,M0384,3,18.85
O01100,M0378,3,16.33
O01100,M0279,3,25.72
O01100,M0288,3,25.46
O01101,M0050,1,18.44
O01102,M0049,1,9.78
O01102,M0029,3,17.18
O01102,M0351,1,25.44
O01102,M0099,3,25.21
O01103,M0393,3,12.81
O01103,M0369,3,23.97
O01103,M0142,2,20.58
O01104,M0039,2,9.83
O01104,M0272,2,6.54
O01104,M0373,1,21.73
O01104,M0124,3,37.53
O01105,M0071,1,35.62
O01106,M0053,1,19.55
O01106,M0117,2,16.82
O01106,M0040,1,19.81
O01107,M0034,3,28.52
O01108,M0254,2,30.89
O01108,M0145,1,19.78
O01108,M0189,3,12.55
O01108,M0375,1,33.23
O01109,M0040,2,19.81
O01109,M0373,3,21.73
O01109,M0205,2,38.37
O01109,M0027,3,25.89
O01110,M0327,3,19.93
O01110,M0351,3,25.44
O01110,M0068,3,39.64
O01111,M0356,1,6.96
O01111,M0224,2,26.96
O01111,M0393,3,12.81
O01111,M0044,1,10.84
O01112,M0112,3,34.75
O01112,M0122,1,26.92
O01112,M0328,2,12.52
O01112,M0378,3,16.33
O01113,M0203,1,27.51
O01113,M0065,2,23.97
O01113,M0207,2,37.36
O01113,M0247,1,38.39
O01114,M0213,3,5.4
O01115,M0255,3,21.24
O01115,M0357,1,25.15
O01116,M0344,3,24.8
O01117,M0090,3,9.75
O01118,M0331,1,26.49
O01118,M0283,1,33.03
O01118,M0248,1,35.69
O01118,M0362,3,30.83
O01119,M0327,3,19.93
O01119,M0257,1,32.16
O01120,M0365,1,38.16
O01121,M0223,2,14.2
O01121,M0025,2,35.19
O01121,M0124,1,37.53
O01121,M0167,2,7.95
O01122,M0300,3,8.19
O01122,M0225,1,20.93
O01123,M0227,1,24.84
O01123,M0107,1,16.46
O01123,M0009,2,24.32
O01123,M0288,3,25.46
O01124,M0175,2,15.34
O01125,M0159,3,19.41
O01125,M0140,1,7.73
O01125,M0126,3,39.71
O01125,M0046,2,34.47
O01126,M0387,3,30.63
O01127,M0254,3,30.89
O01128,M0257,1,32.16
O01128,M0160,1,20.48
O01129,M0030,1,21.03
O01129,M0119,1,21.99
O01129,M0234,2,6.61
O01129,M0065,1,23.97
O01130,M0046,3,34.47
O01130,M0157,2,30.29
O01131,M0150,2,15.47
O01131,M0004,2,29.88
O01132,M0240,3,16.26
O01132,M0003,3,15.51
O01132,M0120,2,36.3
O01132,M0054,3,20.53
O01133,M0389,3,27.72
O01133,M0208,2,20.87
O01133,M0079,1,27.15
O01134,M0122,3,26.92
O01134,M0124,1,37.53
O01134,M0180,2,7.49
O01134,M0123,3,21.09
O01135,M0053,1,19.55
O01135,M0075,2,32.15
O01136,M0354,1,14.33
O01137,M0139,3,5.04
O01137,M0348,3,33.37
O01138,M0278,3,33.7
O01139,M0198,1,22.9
O01139,M0370,2,22.17
O01139,M0222,1,14.52
O01139,M0204,2,29.45
O01140,M0281,3,13.29
O01140,M0126,3,39.71
O01140,M0256,1,39.02
O01141,M0090,2,9.75
O01141,M0329,2,14.62
O01142,M0119,3,21.99
O01142,M0064,1,24.01
O01142,M0023,1,16.41
O01143,M0098,3,18.74
O01143,M0348,2,33.37
O01144,M0171,3,34.68
O01144,M0225,1,20.93
O01145,M0387,2,30.63
O01145,M0165,1,16.01
O01146,M0183,1,18.54
O01146,M0108,3,35.41
O01146,M0056,1,32.86
O01147,M0207,3,37.36
O01148,M0302,3,22.97
O01148,M0301,3,38.89
O01148,M0155,2,5.3
O01149,M0057,2,15.22
O01149,M0307,3,24.25
O01149,M0344,3,24.8
O01150,M0140,2,7.73
O01150,M0275,3,18.04
O01150,M0304,1,39.67
O01151,M0113,1,23.7
O01152,M0047,2,6.88
O01152,M0377,3,33.08
O01153,M0271,1,29.91
O01153,M0307,3,24.25
O01153,M0390,3,29.75
O01154,M0257,2,32.16
O01154,M0382,1,35.12
O01154,M0200,2,23.77
O01155,M0226,1,6.94
O01155,M0012,2,27.04
O01156,M0123,3,21.09
O01157,M0195,1,27.42
O01158,M0230,1,28.59
O01158,M0283,2,33.03
O01159,M0145,1,19.78
O01160,M0348,1,33.37
O01160,M0290,1,21.31
O01161,M0200,3,23.77
O01161,M0313,1,19.02
O01162,M0355,1,32.69
O01162,M0143,2,29.35
O01162,M0308,3,21.17
O01162,M0006,2,8.83
O01163,M0338,1,23.4
O01163,M0028,3,18.74
O01164,M0043,2,40.0
O01165,M0396,2,15.31
O01165,M0346,2,5.91
O01165,M0147,1,18.41
O01166,M0035,1,9.13
O01166,M0345,1,18.59
O01166,M0358,1,18.59
O01166,M0329,3,14.62
O01167,M0159,1,19.41
O01168,M0008,2,13.54
O01169,M0291,2,9.23
O01169,M0212,2,29.78
O01170,M0367,3,34.28
O01170,M0047,1,6.88
O01170,M0065,3,23.97
O01171,M0374,2,37.13
O01172,M0281,2,13.29
O01173,M0105,1,37.77
O01173,M0372,3,12.66
O01173,M0382,1,35.12
O01174,M0138,2,8.19
O01175,M0096,2,16.27
O01175,M0121,2,6.69
O01175,M0019,2,31.33
O01175,M0058,1,12.87
O01176,M0167,1,7.95
O01176,M0150,3,15.47
O01176,M0165,2,16.01
O01176,M0273,1,36.41
O01177,M0140,2,7.73
O01177,M0351,1,25.44
O01177,M0105,3,37.77
O01178,M0083,1,17.28
O01178,M0318,2,11.92
O01179,M0053,1,19.55
O01179,M0284,2,34.12
O01179,M0375,2,33.23
O01179,M0106,2,20.91
O01180,M0247,3,38.39
O01181,M0306,1,20.83
O01181,M0174,3,11.6
O01182,M0281,3,13.29
O01182,M0158,3,31.19
O01183,M0034,3,28.52
O01183,M0261,3,5.84
O01184,M0014,2,18.85
O01184,M0197,3,7.93
O01185,M0131,1,14.59
O01185,M0124,1,37.53
O01185,M0199,2,39.1
O01185,M0336,3,9.8
O01186,M0117,1,16.82
O01186,M0135,3,18.87
O01187,M0007,1,10.75
O01188,M0063,3,9.0
O01188,M0136,2,30.41
O01188,M0053,3,19.55
O01189,M0087,3,14.36
O01189,M0208,2,20.87
O01189,M0006,2,8.83
O01190,M0202,1,34.21
O01190,M0190,2,7.12
O01191,M0286,1,13.18
O01191,M0100,3,26.97
O01191,M0197,1,7.93
O01192,M0288,1,25.46
O01192,M0226,1,6.94
O01192,M0034,2,28.52
O01192,M0267,2,15.76
O01193,M0325,1,30.36
O01193,M0065,1,23.97
O01193,M0174,2,11.6
O01193,M0313,1,19.02
O01194,M0020,1,32.86
O01194,M0216,1,30.23
O01195,M0398,1,38.2
O01195,M0241,2,37.05
O01195,M0028,1,18.74
O01196,M0117,1,16.82
O01196,M0057,3,15.22
O01196,M0221,1,16.73
O01196,M0211,1,11.15
O01197,M0183,2,18.54
O01197,M0038,2,18.6
O01198,M0076,2,12.35
O01199,M0115,3,12.41
O01200,M0248,2,35.69
O01201,M0010,1,24.59
O01201,M0049,3,9.78
O01202,M0224,1,26.96
O01202,M0305,1,38.32
O01202,M0384,2,18.85
O01202,M0274,1,19.46
O01203,M0018,1,12.52
O01204,M0323,2,6.77
O01204,M0215,3,23.1
O01204,M0241,2,37.05
O01205,M0229,2,8.6
O01205,M0338,3,23.4
O01205,M0238,3,36.99
O01206,M0128,3,36.83
O01206,M0321,3,34.03
O01206,M0097,1,31.65
O01207,M0011,1,13.11
O01208,M0056,3,32.86
O01208,M0378,1,16.33
O01208,M0163,2,25.64
O01209,M0296,1,29.01
O01209,M0027,3,25.89
O01209,M0179,3,22.49
O01210,M0316,1,14.06
O01210,M0012,3,27.04
O01210,M0002,3,20.84
O01211,M0308,1,21.17
O01211,M0022,2,23.79
O01212,M0126,3,39.71
O01212,M0022,2,23.79
O01213,M0235,1,18.4
O01213,M0347,1,12.67
O01214,M0364,2,29.62
O01214,M0318,2,11.92
O01214,M0081,3,12.23
O01214,M0216,1,30.23
O01215,M0357,2,25.15
O01215,M0360,2,11.08
O01215,M0299,2,34.98
O01215,M0221,2,16.73
O01216,M0371,3,6.97
O01216,M0133,3,18.01
O01216,M0039,3,9.83
O01216,M0094,1,29.55
O01217,M0211,3,11.15
O01218,M0062,2,22.88
O01218,M0304,1,39.67
O01218,M0223,1,14.2
O01218,M0041,1,27.24
O01219,M0025,2,35.19
O01220,M0005,2,34.72
O01220,M0363,1,36.99
O01220,M0344,2,24.8
O01220,M0369,3,23.97
O01221,M0158,1,31.19
O01221,M0364,2,29.62
O01221,M0317,1,7.62
O01222,M0054,3,20.53
O01222,M0387,1,30.63
O01222,M0259,2,32.86
O01222,M0092,2,7.08
O01223,M0040,2,19.81
O01224,M0029,2,17.18
O01224,M0257,1,32.16
O01224,M0234,3,6.61
O01224,M0116,3,16.3
O01225,M0184,1,24.89
O01225,M0372,1,12.66
O01225,M0390,3,29.75
O01225,M0240,2,16.26
O01226,M0262,3,17.12
O01226,M0113,1,23.7
O01226,M0055,2,7.89
O01226,M0227,1,24.84
O01227,M0028,2,18.74
O01227,M0298,2,6.41
O01227,M0300,3,8.19
O01228,M0145,3,19.78
O01228,M0259,2,32.86
O01229,M0255,2,21.24
O01229,M0115,1,12.41
O01229,M0224,1,26.96
O01229,M0236,2,11.26
O01230,M0139,2,5.04
O01231,M0173,3,23.12
O01231,M0004,3,29.88
O01231,M0307,2,24.25
O01231,M0082,2,33.19
O01232,M0137,3,13.2
O01232,M0036,2,9.09
O01232,M0049,2,9.78
O01232,M0348,1,33.37
O01233,M0061,1,31.81
O01233,M0231,1,12.99
O01233,M0216,3,30.23
O01234,M0076,1,12.35
O01234,M0198,3,22.9
O01234,M0380,3,37.1
O01234,M0359,1,34.37
O01235,M0334,1,24.27
O01235,M0019,1,31.33
O01235,M0076,3,12.35
O01236,M0208,2,20.87
O01236,M0043,1,40.0
O01236,M0145,2,19.78
O01236,M0183,1,18.54
O01237,M0371,2,6.97
O01238,M0223,1,14.2
O01238,M0006,3,8.83
O01239,M0133,3,18.01
O01239,M0049,2,9.78
O01239,M0148,3,33.21
O01239,M0219,3,30.65
O01240,M0250,1,15.87
O01240,M0175,3,15.34
O01241,M0007,2,10.75
O01241,M0026,3,38.81
O01241,M0269,2,19.69
O01241,M0119,2,21.99
O01242,M0094,3,29.55
O01242,M0040,1,19.81
O01243,M0055,3,7.89
O01243,M0300,2,8.19
O01243,M0190,3,7.12
O01243,M0386,3,9.78
O01244,M0169,1,26.27
O01244,M0325,2,30.36
O01245,M0400,2,38.78
O01245,M0178,1,18.51
O01245,M0139,1,5.04
O01245,M0337,1,27.49
O01246,M0186,1,31.7
O01246,M0212,2,29.78
O01246,M0117,2,16.82
O01247,M0094,3,29.55
O01247,M0126,2,39.71
O01247,M0400,1,38.78
O01248,M0315,1,7.94
O01249,M0034,2,28.52
O01249,M0309,3,32.78
O01249,M0345,3,18.59
O01249,M0270,2,39.04
O01250,M0161,2,8.03
O01251,M0122,1,26.92
O01251,M0068,2,39.64
O01252,M0116,2,16.3
O01253,M0051,2,22.69
O01253,M0123,3,21.09
O01254,M0029,2,17.18
O01254,M0144,2,9.22
O01255,M0145,1,19.78
O01255,M0046,1,34.47
O01255,M0218,2,32.34
O01255,M0182,1,37.69
O01256,M0051,2,22.69
O01256,M0167,2,7.95
O01256,M0310,1,5.42
O01256,M0045,2,9.91
O01257,M0260,3,5.22
O01257,M0003,3,15.51
O01257,M0252,2,17.91
O01257,M0264,3,38.28
O01258,M0091,2,32.5
O01258,M0399,3,34.78
O01258,M0073,1,35.18
O01259,M0326,1,6.03
O01259,M0097,3,31.65
O01260,M0310,3,5.42
O01261,M0218,1,32.34
O01262,M0202,3,34.21
O01262,M0173,3,23.12
O01262,M0375,1,33.23
O01262,M0148,2,33.21
O01263,M0333,3,22.46
O01263,M0356,2,6.96
O01263,M0348,2,33.37
O01264,M0039,2,9.83
O01264,M0227,3,24.84
O01265,M0159,3,19.41
O01265,M0083,3,17.28
O01266,M0142,3,20.58
O01267,M0226,3,6.94
O01267,M0031,1,33.48
O01267,M0352,1,39.09
O01268,M0209,3,6.93
O01269,M0125,3,20.45
O01270,M0376,1,30.09
O01270,M0120,2,36.3
O01270,M0284,1,34.12
O01270,M0272,1,6.54
O01271,M0256,3,39.02
O01271,M0025,2,35.19
O01271,M0202,2,34.21
O01272,M0173,3,23.12
O01272,M0392,1,26.48
O01272,M0339,3,39.79
O01272,M0396,2,15.31
O01273,M0289,1,8.7
O01274,M0396,3,15.31
O01274,M0049,1,9.78
O01275,M0079,3,27.15
O01276,M0363,2,36.99
O01277,M0166,2,13.67
O01277,M0069,3,30.76
O01277,M0042,1,37.17
O01277,M0390,2,29.75
O01278,M0231,3,12.99
O01278,M0128,2,36.83
O01278,M0327,2,19.93
O01278,M0127,3,12.08
O01279,M0344,2,24.8
O01279,M0304,3,39.67
O01279,M0169,3,26.27
O01280,M0371,1,6.97
O01280,M0140,2,7.73
O01280,M0305,3,38.32
O01280,M0183,1,18.54
O01281,M0061,1,31.81
O01281,M0365,2,38.16
O01281,M0068,3,39.64
O01281,M0248,3,35.69
O01282,M0083,1,17.28
O01282,M0142,1,20.58
O01283,M0366,2,9.97
O01283,M0049,1,9.78
O01283,M0048,1,38.31
O01283,M0192,1,27.0
O01284,M0114,2,38.88
O01285,M0159,1,19.41
O01285,M0045,1,9.91
O01285,M0334,3,24.27
O01286,M0327,3,19.93
O01286,M0100,1,26.97
O01287,M0346,2,5.91
O01287,M0395,2,15.74
O01287,M0013,1,27.42
O01288,M0311,2,32.33
O01288,M0270,3,39.04
O01288,M0296,1,29.01
O01289,M0291,2,9.23
O01290,M0229,3,8.6
O01290,M0347,3,12.67
O01290,M0261,3,5.84
O01291,M0218,1,32.34
O01291,M0116,1,16.3
O01291,M0133,3,18.01
O01292,M0127,1,12.08
O01293,M0350,1,23.53
O01293,M0067,2,20.45
O01293,M0320,2,8.22
O01294,M0200,3,23.77
O01295,M0145,1,19.78
O01295,M0360,2,11.08
O01296,M0383,1,18.08
O01296,M0017,3,18.61
O01296,M0300,2,8.19
O01296,M0030,3,21.03
O01297,M0352,3,39.09
O01297,M0247,1,38.39
O01297,M0265,3,31.56
O01297,M0121,3,6.69
O01298,M0013,3,27.42
O01299,M0245,3,6.84
O01300,M0208,2,20.87
O01301,M0362,2,30.83
O01302,M0002,3,20.84
O01302,M0341,1,32.37
O01303,M0033,2,26.51
O01303,M0136,2,30.41
O01303,M0055,3,7.89
O01303,M0294,2,14.28
O01304,M0397,2,30.51
O01304,M0087,2,14.36
O01304,M0070,3,31.3
O01305,M0026,1,38.81
O01305,M0051,2,22.69
O01305,M0346,1,5.91
O01305,M0081,1,12.23
O01306,M0072,1,20.74
O01306,M0037,1,29.27
O01307,M0049,2,9.78
O01308,M0323,1,6.77
O01309,M0381,1,8.88
O01309,M0318,3,11.92
O01309,M0123,1,21.09
O01309,M0165,3,16.01
O01310,M0400,2,38.78
O01310,M0389,3,27.72
O01310,M0292,3,38.76
O01311,M0095,3,13.74
O01311,M0290,1,21.31
O01311,M0365,3,38.16
O01311,M0270,3,39.04
O01312,M0276,1,7.97
O01312,M0111,2,28.25
O01312,M0273,2,36.41
O01313,M0153,2,39.75
O01313,M0082,2,33.19
O01313,M0400,2,38.78
O01313,M0202,3,34.21
O01314,M0258,1,36.52
O01314,M0071,1,35.62
O01314,M0178,1,18.51
O01315,M0100,3,26.97
O01315,M0118,1,9.57
O01315,M0333,1,22.46
O01315,M0362,1,30.83
O01316,M0367,2,34.28
O01316,M0084,2,25.89
O01316,M0201,2,25.53
O01316,M0059,3,10.89
O01317,M0181,3,39.22
O01318,M0225,3,20.93
O01318,M0190,2,7.12
O01318,M0137,2,13.2
O01318,M0105,2,37.77
O01319,M0372,1,12.66
O01319,M0373,3,21.73
O01319,M0128,3,36.83
O01319,M0026,2,38.81
O01320,M0376,2,30.09
O01320,M0116,3,16.3
O01320,M0130,1,35.6
O01321,M0185,3,24.12
O01321,M0076,3,12.35
O01322,M0298,1,6.41
O01322,M0385,2,16.78
O01322,M0386,3,9.78
O01323,M0323,3,6.77
O01323,M0181,2,39.22
O01323,M0359,3,34.37
O01323,M0192,2,27.0
O01324,M0331,1,26.49
O01324,M0062,1,22.88
O01324,M0102,1,32.81
O01324,M0275,2,18.04
O01325,M0231,3,12.99
O01325,M0120,1,36.3
O01325,M0091,2,32.5
O01325,M0079,1,27.15
O01326,M0074,3,20.37
O01326,M0229,1,8.6
O01327,M0381,1,8.88
O01327,M0112,1,34.75
O01327,M0094,1,29.55
O01328,M0149,3,15.97
O01328,M0090,1,9.75
O01328,M0389,1,27.72
O01329,M0385,3,16.78
O01330,M0104,1,31.24
